"Accepted Symbol","Synonym Symbol","Scientific Name","Invasive","C:N Ratio","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Leaf Retention","Nitrogen Fixation","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Frost Free Days, Minimum","Moisture Use","pH (Minimum)","pH (Maximum)","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Shade Tolerance","Temperature, Minimum (°F)","Commercial Availability","Propogated by Seed","Palatable Browse Animal"
"PEST2","","Penstemon strictus","","Medium","Moderate","","2.0","No","None","Yes","No","120","Low","6.0","8.0","14","26","10","Intolerant","-33","Routinely Available","Yes","Medium"
"PESE6","","Penthorum sedoides","","","Slow","","2.6","No","None","No","No","120","Medium","5.0","7.0","30","50","14","Intermediate","-28","Routinely Available","Yes",""
"PEBO","","Persea borbonia","","High","Moderate","50","70","Yes","None","No","Yes","200","High","5.0","6.7","40","80","24","Tolerant","7","Routinely Available","Yes","Medium"
"PHAQ","","Phalaris aquatica","Cal-IPC","Medium","Rapid","","4.0","No","None","No","Yes","240","High","5.4","7.5","16","40","12","Intolerant","7","Routinely Available","Yes","High"
"PHAR3","","Phalaris arundinacea","N'EAST, NE&GP, SEEPPC, STATE, SWSS, WI, WSWS","Medium","Rapid","","5.0","No","None","No","Yes","120","High","5.5","8.0","30","65","14","Intolerant","-38","Routinely Available","Yes","Low"
"PHCO7","","Philadelphus coronarius","","Medium","Moderate","8","8.0","No","None","No","No","145","Medium","5.3","7.5","35","50","24","Intolerant","-18","Routinely Available","Yes","High"
"PHAL2","","Phleum alpinum","","Low","Slow","","1.4","No","None","No","Yes","90","Medium","5.0","7.5","16","60","10","Intermediate","-43","Routinely Available","Yes","High"
"PHPR3","","Phleum pratense","N'EAST","Low","Rapid","","3.0","No","None","No","Yes","90","Medium","5.0","7.8","30","65","10","Intermediate","-43","Routinely Available","Yes","High"
"PHDI3","","Phlox diffusa","","High","Slow","","0.5","No","None","Yes","Yes","120","Low","6.5","8.5","20","40","15","Tolerant","-13","Routinely Available","Yes","Low"
"PHDI5","","Phlox divaricata","","High","Rapid","","3.0","No","None","Yes","Yes","100","Medium","5.5","7.2","32","60","14","Intermediate","-33","Routinely Available","No","Low"
"PHGL4","","Phlox glaberrima","","High","Moderate","","3.0","No","None","No","Yes","110","High","5.8","7.0","32","50","8","Intermediate","-28","Routinely Available","Yes","Low"
"PHSU3","","Phlox subulata","","Medium","Rapid","","0.5","No","None","Yes","Yes","100","High","5.7","7.5","34","60","8","Intermediate","-28","Routinely Available","No","Low"
"PHAU7","","Phragmites australis","N'EAST, SEEPPC, STATE","High","Rapid","","13","No","Low","Yes","Yes","110","Medium","4.5","8.7","12","60","20","Intolerant","-38","Routinely Available","No","Low"
"PHNO2","","Phyla nodiflora","","","Rapid","","0.2","No","None","Yes","Yes","110","Low","6.0","8.5","10","40","6","Intermediate","-18","Routinely Available","Yes",""
"PHCA11","","Physocarpus capitatus","","High","Rapid","8","8.0","No","None","Yes","Yes","90","Low","6.5","7.0","20","80","20","Intolerant","-33","Routinely Available","Yes","Low"
"PHOP","","Physocarpus opulifolius","","High","Slow","10","10","No","None","Yes","Yes","100","Low","4.5","6.5","35","60","14","Intolerant","-33","Routinely Available","Yes","Low"
"PIAB","","Picea abies","","High","Slow","35","130","Yes","None","No","Yes","100","Medium","5.0","7.0","24","60","28","Intermediate","-38","Routinely Available","Yes","Low"
"PIEN","","Picea engelmannii","","High","Slow","30","120","Yes","None","No","Yes","30","Medium","6.0","8.0","21","160","20","Tolerant","-50","Routinely Available","Yes","Medium"
"PIGL","","Picea glauca","","High","Slow","30","100","Yes","None","Yes","Yes","60","Medium","4.0","8.2","7","50","30","Intermediate","-65","Routinely Available","Yes","Low"
"PIMA","","Picea mariana","","High","Slow","20","65","Yes","None","Yes","Yes","60","High","4.7","6.5","5","60","16","Tolerant","-79","Routinely Available","Yes","Medium"
"PIPU","","Picea pungens","","High","Slow","20","100","Yes","None","Yes","Yes","120","Medium","5.5","7.8","20","45","18","Intermediate","-38","Routinely Available","Yes","Low"
"PIRU","","Picea rubens","","High","Moderate","25","110","Yes","None","Yes","Yes","90","Medium","4.0","5.8","28","52","13","Tolerant","-47","Routinely Available","Yes","Low"
"PISI","","Picea sitchensis","","High","Moderate","40","200","Yes","None","Yes","Yes","111","Medium","3.9","5.7","22","225","30","Tolerant","-33","Routinely Available","Yes","Low"
"PIJA3","","Pieris japonica","","High","Slow","8","12","Yes","None","No","Yes","200","Medium","4.2","5.5","35","55","12","Tolerant","2","Routinely Available","No","Low"
"PIAR","","Pinus aristata","","High","Slow","15","40","Yes","None","Yes","Yes","140","Low","5.7","7.5","30","60","30","Intolerant","-33","Routinely Available","Yes",""
"PICA15","","Pinus canariensis","","High","Slow","60","98","Yes","None","Yes","Yes","160","Medium","7.0","8.0","10","40","12","Intolerant","32","Routinely Available","Yes","Low"
"PICO","","Pinus contorta","","High","Rapid","30","99","Yes","None","Yes","Yes","100","Medium","6.2","7.5","18","25","20","Intolerant","-70","Routinely Available","Yes","Low"
"PICOC","","Pinus contorta var. contorta","","High","Rapid","25","50","Yes","None","Yes","Yes","150","Medium","5.5","8.5","20","200","20","Intolerant","-24","Routinely Available","Yes","Low"
"PICO3","","Pinus coulteri","","High","Slow","20","80","Yes","None","No","Yes","220","Medium","5.5","7.0","35","60","40","Intolerant","12","Routinely Available","Yes","Low"
"PIEC2","","Pinus echinata","","High","Rapid","60","100","Yes","None","Yes","Yes","180","Medium","4.0","6.0","34","65","24","Intolerant","-18","Routinely Available","Yes","Low"
"PIED","","Pinus edulis","","High","Slow","25","50","Yes","None","Yes","Yes","200","Low","6.5","8.5","9","27","20","Intolerant","-31","Routinely Available","Yes","Low"
"PIEL","","Pinus elliottii","","High","Rapid","60","100","Yes","None","No","Yes","250","Medium","4.0","6.4","40","80","40","Intolerant","-18","Routinely Available","Yes","Low"
"PIGL2","","Pinus glabra","","High","Rapid","30","90","Yes","None","Yes","Yes","240","Medium","3.8","5.6","35","66","30","Tolerant","-2","Routinely Available","Yes","Low"
"PIJE","","Pinus jeffreyi","","High","Rapid","40","180","Yes","None","Yes","Yes","120","Medium","5.6","8.4","20","80","40","Intolerant","-38","Routinely Available","Yes","Low"
"PILA","","Pinus lambertiana","","High","Rapid","40","229","Yes","None","Yes","Yes","150","Medium","5.6","8.0","25","90","40","Intermediate","-28","Routinely Available","Yes","Medium"
"PIMO3","","Pinus monticola","","High","Rapid","35","200","Yes","None","Yes","Yes","120","Medium","5.5","7.0","15","30","40","Intermediate","-33","Routinely Available","Yes","Low"
"PIMU80","","Pinus mugo","","High","Slow","4","10","Yes","None","Yes","Yes","90","Low","5.5","8.0","35","60","16","Intolerant","-38","Routinely Available","No",""
"PINI","","Pinus nigra","","High","Moderate","35","120","Yes","None","No","Yes","100","Medium","5.5","7.5","35","50","40","Intolerant","-38","Routinely Available","Yes","Low"
"PIPO","","Pinus ponderosa","","High","Moderate","40","223","Yes","None","Yes","Yes","150","Medium","5.0","9.0","15","25","20","Intolerant","-36","Routinely Available","Yes","Low"
"PIPU5","","Pinus pungens","","High","","25","50","Yes","None","Yes","Yes","165","Low","4.5","7.0","36","60","24","Intolerant","-18","Routinely Available","Yes","Low"
"PIRA2","","Pinus radiata","HEAR","High","Rapid","65","120","Yes","None","Yes","Yes","300","High","4.5","5.2","16","30","30","Intermediate","23","Routinely Available","Yes",""
"PIRE","","Pinus resinosa","","High","Rapid","30","80","Yes","None","Yes","Yes","80","Low","4.5","6.0","15","60","40","Intolerant","-43","Routinely Available","Yes","Low"
"PIRI","","Pinus rigida","","High","Rapid","20","80","Yes","None","Yes","Yes","112","Low","3.5","5.1","37","56","20","Intolerant","-43","Routinely Available","Yes","Low"
"PISE","","Pinus serotina","","Medium","Moderate","25","80","Yes","None","No","Yes","190","Medium","4.8","6.8","40","60","20","Intolerant","-3","Routinely Available","Yes","Low"
"PIST","","Pinus strobus","","High","Rapid","40","150","Yes","None","No","Yes","90","Medium","4.0","6.5","20","80","40","Intermediate","-33","Routinely Available","Yes","Medium"
"PISY","","Pinus sylvestris","","High","Rapid","30","110","Yes","None","Yes","Yes","120","Medium","5.0","7.5","24","45","20","Intolerant","-36","Routinely Available","Yes","Low"
"PITA","","Pinus taeda","HEAR","High","Rapid","50","100","Yes","None","Yes","Yes","150","High","4.0","7.0","35","65","35","Intolerant","-8","Routinely Available","Yes","Low"
"PITH2","","Pinus thunbergii","","","","","","","","","","","","","","","","","","","","",""
"PITH2","PITH3","Pinus thunbergiana","","High","Moderate","50","25","Yes","None","Yes","Yes","155","Medium","5.5","8.0","30","60","24","Intolerant","-3","Routinely Available","Yes","Low"
"PIVI2","","Pinus virginiana","","High","Rapid","25","70","Yes","None","Yes","Yes","165","Low","4.5","7.5","32","65","20","Intolerant","-23","Routinely Available","Yes","Low"
"PITO2","","Pittosporum tobira","","High","Moderate","20","20","Yes","None","Yes","Yes","220","Medium","5.5","7.0","24","60","18","Intermediate","7","Routinely Available","No",""
"PIVI5","","Pittosporum viridiflorum","","High","Moderate","25","25","Yes","None","Yes","Yes","220","Medium","5.5","7.0","24","60","16","Intermediate","7","Routinely Available","No",""
"PLAQ","","Planera aquatica","","","Slow","40","50","No","None","No","Yes","180","Medium","5.0","8.5","35","55","18","Tolerant","-3","Routinely Available","Yes","Low"
"PLMA2","","Plantago major","N'EAST, WSWS","Medium","Moderate","","0.3","No","None","Yes","Yes","85","Medium","4.8","7.3","16","60","4","Intermediate","-38","Routinely Available","Yes","Low"
"PLHI","","Platanus ×hispanica","","","","","","","","","","","","","","","","","","","","",""
"PLHI","PLHY3","Platanus hybrida","","High","Rapid","65","100","No","None","Yes","Yes","160","Medium","5.5","7.5","24","60","32","Intolerant","-23","Routinely Available","Yes",""
"PLOC","","Platanus occidentalis","","High","Rapid","65","100","No","None","Yes","Yes","100","High","4.9","6.5","30","80","30","Intermediate","-34","Routinely Available","Yes","Low"
"PLRA","","Platanus racemosa","","High","Slow","20","75","No","None","Yes","Yes","220","Medium","5.8","7.3","14","20","36","Intolerant","7","Routinely Available","Yes","Low"
"PLWR2","","Platanus wrightii","","High","Slow","20","80","No","None","Yes","Yes","160","Low","5.8","7.5","16","24","36","Intolerant","-8","Routinely Available","Yes","Low"
"PLOR80","","Platycladus orientalis","","High","Rapid","35","40","Yes","None","Yes","Yes","110","Medium","4.7","6.5","35","55","24","Intermediate","-28","Routinely Available","Yes",""
"PLJA","","Pleuraphis jamesii","","Medium","Slow","","2.0","No","None","Yes","Yes","130","Low","6.6","8.4","6","18","12","Intolerant","-23","Routinely Available","Yes","High"
"PLRI3","","Pleuraphis rigida","","Medium","Moderate","","3.0","Yes","None","Yes","Yes","220","Low","6.0","8.0","5","12","12","Intolerant","12","Routinely Available","Yes","Medium"
"PLODO","","Pluchea odorata var. odorata","","","Moderate","","4.9","No","Low","No","Yes","140","Medium","4.5","7.0","10","40","14","Intolerant","-13","Routinely Available","Yes",""
"POAN","","Poa annua","N'EAST, NE&GP, SWSS, WSWS","Low","Rapid","","0.3","No","None","Yes","Yes","60","Medium","4.8","8.0","24","60","3","Intermediate","47","Routinely Available","Yes","Low"
"POBU","","Poa bulbosa","WSWS","Low","Moderate","","1.5","No","None","Yes","Yes","100","Medium","5.0","7.2","12","40","8","Intermediate","-33","Routinely Available","Yes","Low"
"POCO","","Poa compressa","WI","Medium","Moderate","","2.0","No","None","Yes","Yes","90","Medium","5.0","7.0","12","45","10","Tolerant","-38","Routinely Available","Yes","Medium"
"POEM","","Poa eminens","","Low","Moderate","","2.0","No","None","No","No","120","","5.0","7.5","7","236","12","Intolerant","-52","Routinely Available","Yes",""
"POGL","","Poa glauca","","Low","Moderate","","2.0","No","None","Yes","No","120","","","8.0","10","59","12","Intolerant","-40","Routinely Available","Yes",""
"POPA2","","Poa palustris","","Medium","Moderate","","4.0","No","None","No","Yes","100","Medium","4.9","7.5","28","50","12","Intermediate","-38","Routinely Available","Yes","Low"
"POPR","","Poa pratensis","NE&GP, WI","Low","Moderate","","1.5","No","None","No","Yes","90","High","5.0","8.4","24","65","10","Intolerant","-38","Routinely Available","Yes","High"
"POSE","","Poa secunda","","Medium","Moderate","","1.4","No","None","Yes","Yes","90","Low","6.0","8.0","8","16","10","Intermediate","-36","Routinely Available","Yes","Medium"
"POTR2","","Poa trivialis","N'EAST","Medium","Moderate","","2.5","No","None","No","Yes","120","High","4.8","7.5","35","50","12","Tolerant","-28","Routinely Available","Yes","Low"
"POAC","","Polemonium acutiflorum","","Medium","Rapid","","3.0","No","None","Yes","Yes","47","","5.0","7.8","9","276","12","Tolerant","-62","Routinely Available","Yes",""
"POOC2","","Polemonium occidentale","","Medium","Moderate","","3.0","No","None","No","Yes","90","High","4.6","7.0","14","40","10","Tolerant","-43","Routinely Available","Yes",""
"POAM8","","Polygonum amphibium","SWSS","","Moderate","","0.1","No","None","No","Yes","110","High","4.0","7.0","14","60","6","Intolerant","-23","Routinely Available","Yes",""
"POBI5","","Polygonum bistorta","","Low","Moderate","","1.0","No","None","Yes","Yes","140","Medium","5.5","7.0","36","55","16","Intermediate","-18","Routinely Available","Yes",""
"POHY","","Polygonum hydropiper","","Low","Rapid","","1.6","No","None","Yes","Yes","120","High","5.0","7.5","24","60","6","Intolerant","52","Routinely Available","Yes",""
"POHY2","","Polygonum hydropiperoides","","","Slow","","","No","None","No","Yes","95","Medium","4.5","8.8","12","50","10","Intolerant","32","Routinely Available","Yes","Low"
"POPE2","","Polygonum pensylvanicum","KY, N'EAST, NE&GP, SWSS","Medium","Moderate","","3.9","No","None","Yes","Yes","95","Medium","4.0","8.5","12","60","14","Intolerant","32","Routinely Available","Yes",""
"POPE3","","Polygonum persicaria","SEEPPC, SWSS, WSWS","","Rapid","","3.2","No","None","Yes","Yes","110","Medium","4.0","8.5","14","60","14","Intolerant","32","Routinely Available","Yes",""
"POPU5","","Polygonum punctatum","","","Moderate","","3.2","No","None","Yes","Yes","110","Medium","6.0","8.7","12","60","14","Intolerant","32","Routinely Available","Yes",""
"POSA5","","Polygonum sagittatum","","","Rapid","","1.0","No","None","Yes","Yes","110","Medium","4.0","8.5","40","60","6","Intolerant","-13","Routinely Available","Yes",""
"POMO5","","Polypogon monspeliensis","WSWS","Low","Rapid","","1.7","No","None","Yes","Yes","90","High","4.8","7.8","12","55","10","Intolerant","52","Routinely Available","Yes","Low"
"POCO14","","Pontederia cordata","SWSS","","Moderate","","3.2","No","None","Yes","Yes","110","High","4.9","8.7","40","60","10","Intolerant","-23","Routinely Available","Yes",""
"POAL7","","Populus alba","SEEPPC, WI","High","Rapid","80","100","No","None","Yes","Yes","90","High","4.9","7.0","24","55","24","Intolerant","-38","Routinely Available","Yes","Medium"
"POAN3","","Populus angustifolia","","High","Rapid","60","60","No","None","Yes","Yes","115","High","6.0","7.5","20","35","12","Intolerant","-28","Routinely Available","Yes","Medium"
"POBA2","","Populus balsamifera","","High","Rapid","35","80","No","None","Yes","Yes","75","High","4.5","7.0","6","70","30","Intolerant","-79","Routinely Available","Yes","Medium"
"POBAT","","Populus balsamifera ssp. trichocarpa","","High","Rapid","40","100","No","None","Yes","Yes","70","High","5.5","8.0","10","125","30","Intolerant","-53","Routinely Available","Yes","Medium"
"PODE3","","Populus deltoides","N'EAST","High","Rapid","80","190","No","None","Yes","Yes","100","High","4.6","6.5","18","55","24","Intolerant","-43","Routinely Available","Yes","Medium"
"PODEM","","Populus deltoides ssp. monilifera","","High","Rapid","70","85","No","None","Yes","Yes","90","High","5.0","7.0","10","35","24","Intolerant","-43","Routinely Available","Yes","Medium"
"POFR2","","Populus fremontii","","High","Rapid","50","90","No","None","Yes","Yes","165","High","6.0","8.0","20","26","32","Intolerant","-13","Routinely Available","Yes","Low"
"POGR4","","Populus grandidentata","","Medium","Rapid","40","65","No","None","Yes","Yes","90","High","4.8","7.2","20","70","20","Intolerant","-43","Routinely Available","Yes","Medium"
"PONI","","Populus nigra","","High","Rapid","80","190","No","None","Yes","Yes","160","High","5.0","8.5","20","50","32","Intolerant","-28","Routinely Available","No","Low"
"POTR5","","Populus tremuloides","","Medium","Rapid","40","65","No","None","Yes","Yes","70","High","4.3","9.0","7","60","32","Intolerant","-70","Routinely Available","Yes","High"
