,Accepted Symbol,Synonym Symbol,Scientific Name,Growth Habit,Invasive,Bloat,C:N Ratio,Coppice Potential,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Lifespan,Nitrogen Fixation,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,Adapted to Fine Textured Soils,Moisture Use,pH (Minimum),pH (Maximum),"Planting Density per Acre, Maximum",Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Shade Tolerance,"Temperature, Minimum (°F)",Commercial Availability,Propogated by Seed,Fodder Product,Palatable Browse Animal,Palatable Graze Animal,Protein Potential,Sheffields Aval
36425,PODE3,,Populus deltoides,Tree,N'EAST,None,High,Yes,Rapid,80.0,190.0,Short,None,Yes,Yes,Yes,High,4.6,6.5,800.0,18.0,55.0,24.0,Intolerant,-43.0,Routinely Available,Yes,No,Medium,Low,Medium,True
36426,PODED,,Populus deltoides ssp. deltoides,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36427,PODEM,,Populus deltoides ssp. monilifera,Tree,,None,High,Yes,Rapid,70.0,85.0,Short,None,Yes,Yes,Yes,High,5.0,7.0,800.0,10.0,35.0,24.0,Intolerant,-43.0,Routinely Available,Yes,No,Medium,Low,Medium,False
36428,PODEW,,Populus deltoides ssp. wislizeni,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36429,POFR2,,Populus fremontii,Tree,,None,High,Yes,Rapid,50.0,90.0,Moderate,None,Yes,Yes,Yes,High,6.0,8.0,800.0,20.0,26.0,32.0,Intolerant,-13.0,Routinely Available,Yes,No,Low,Low,,False
36430,POFRF3,,Populus fremontii ssp. fremontii,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36431,POFRM,,Populus fremontii ssp. mesetae,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36432,POGR4,,Populus grandidentata,Tree,,None,Medium,Yes,Rapid,40.0,65.0,Short,None,Yes,Yes,No,High,4.8,7.2,800.0,20.0,70.0,20.0,Intolerant,-43.0,Routinely Available,Yes,No,Medium,Low,,True
36433,POHE5,,Populus ×heimburgeri,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36434,POHE4,,Populus heterophylla,Tree,,None,High,No,Moderate,50.0,100.0,Short,None,No,Yes,Yes,High,4.6,5.9,1200.0,35.0,60.0,24.0,Intolerant,-23.0,No Known Source,Yes,No,,,,False
36435,POHI8,,Populus ×hinckleyana,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36436,POIN23,,Populus ×inopina,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36437,POJA2,,Populus ×jackii,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36438,POMA41,,Populus maximowiczii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36439,PONI,,Populus nigra,Tree,,None,High,Yes,Rapid,80.0,190.0,Short,None,Yes,Yes,No,High,5.0,8.5,1200.0,20.0,50.0,32.0,Intolerant,-28.0,Routinely Available,No,No,Low,Low,Low,False
36440,POPA11,,Populus ×parryi,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36441,POPE25,,Populus ×petrowskiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36442,PORO4,,Populus ×rouleauiana,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36443,POSI11,,Populus simonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36444,POSM2,,Populus ×smithii,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36445,POTO7,,Populus tomentosa,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36446,POTR10,,Populus tremula,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
36447,POTR5,,Populus tremuloides,Tree,,None,Medium,Yes,Rapid,40.0,65.0,Short,None,Yes,Yes,Yes,High,4.3,9.0,1200.0,7.0,60.0,32.0,Intolerant,-70.0,Routinely Available,Yes,No,High,Medium,Low,True
36448,POTR23,,Populus tristis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36449,PORAN2,,Poranopsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36450,POPA10,,Poranopsis paniculata,"Vine, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36451,POREL,,Porella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36452,POBO9,,Porella bolanderi,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36453,POCO41,,Porella cordaeana,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36454,POJA4,,Porella japonica,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36455,POJAA,,Porella japonica ssp. appalachiana,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36456,PONA7,,Porella navicularis,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36457,POPI14,,Porella pinnata,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36458,POPL11,,Porella platyphylla,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36459,PORO14,,Porella roellii,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36460,POSW2,,Porella swartziana,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36461,POVE8,,Porella vernicosa,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36462,POVEF2,,Porella vernicosa ssp. fauriei,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36463,POWA4,,Porella wataugensis,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36464,PORIN,,Porina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36465,POAM15,,Porina amygdalina,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36466,POCE9,,Porina cestrensis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36467,POHE8,,Porina heterospora,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36468,POLE15,,Porina lectissima,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36469,PONU7,,Porina nucula,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36470,PONU8,,Porina nuculastrum,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36471,PORH5,,Porina rhaphidosperma,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36472,POSA22,,Porina salicina,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36473,POSC17,,Porina scabrida,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36474,POROC,,Porocyphus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36475,POCO32,,Porocyphus coccodes,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36476,POKE3,,Porocyphus kenmorensis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36477,POROP,,Porophyllum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36478,POGR5,,Porophyllum gracile,Subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36479,POGR6,,Porophyllum greggii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36480,POLE9,,Porophyllum leiocarpum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36481,POPY,,Porophyllum pygmaeum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36482,PORU6,,Porophyllum ruderale,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36483,PORUM2,,Porophyllum ruderale ssp. macrocephalum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36484,PORUR,,Porophyllum ruderale ssp. ruderale,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36485,POSC6,,Porophyllum scoparium,Subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36486,POROT,,Porotrichum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36487,POBI15,,Porotrichum bigelovii,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36488,POVA12,,Porotrichum vancouveriense,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36489,PORPI2,,Porpidia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36490,POAL17,,Porpidia albocaerulescens,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36491,POCA39,,Porpidia calcarea,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36492,POCA40,,Porpidia carlottiana,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36493,POCI5,,Porpidia cinereoatra,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36494,POCO33,,Porpidia contrapoenda,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36495,POCR13,,Porpidia crustulata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36496,PODI12,,Porpidia diversa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36497,POFL60,,Porpidia flavocaerulescens,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36498,POGL16,,Porpidia glaucophaea,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36499,POGR22,,Porpidia grisea,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36500,POHE15,,Porpidia herteliana,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36501,POLO15,,Porpidia lowiana,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36502,POMA60,,Porpidia macrocarpa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36503,POME14,,Porpidia melinodes,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36504,POOC7,,Porpidia ochrolemma,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36505,POPL7,,Porpidia platycarpopides,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36506,POSO2,,Porpidia soredizodes,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36507,POSP6,,Porpidia speirea,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36508,POSU14,,Porpidia subsimplex,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36509,POSU15,,Porpidia superba,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36510,POTA7,,Porpidia tahawasiana,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36511,POTH8,,Porpidia thomsonii,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36512,POTU3,,Porpidia tuberculosa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36513,POZE2,,Porpidia zeoroides,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36514,PORTE,,Porterella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36515,POCA15,,Porterella carnosula,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36516,PORTU,,Portulaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36517,POAM13,,Portulaca amilis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36518,POAU13,,Portulaca australis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36519,POBI14,,Portulaca biloba,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36520,POCA22,,Portulaca caulerpoides,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36521,POGR7,,Portulaca grandiflora,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
36522,POHA5,,Portulaca halimoides,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36523,POLU2,,Portulaca lutea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36524,POMI22,,Portulaca minuta,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36525,POMO15,,Portulaca molokiniensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36526,POOL,,Portulaca oleracea,Forb/herb,"HEAR, KY, N'EAST, NE&GP, STATE, SWSS, WSWS",,,,,,,,,,,,,,,,,,,,,,,,,,,True
36527,POPI3,,Portulaca pilosa,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36528,POQU2,,Portulaca quadrifida,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36529,PORU14,,Portulaca rubricaulis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36530,POSC9,,Portulaca sclerocarpa,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36531,POSM,,Portulaca smallii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36532,POSU3,,Portulaca suffrutescens,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36533,POTE7,,Portulaca teretifolia,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36534,POUM,,Portulaca umbraticola,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36535,POUMC,,Portulaca umbraticola ssp. coronata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36536,POUMU,,Portulaca umbraticola ssp. umbraticola,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36537,POVI8,,Portulaca villosa,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36538,PORTU2,,Portulacaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36539,POAF,,Portulacaria afra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36540,POSID,,Posidonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36541,POOC8,,Posidonia oceanica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36542,POTAM,,Potamogeton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36543,POAB6,,Potamogeton ×absconditus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36544,POAE4,,Potamogeton ×aemulans,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36545,POAL8,,Potamogeton alpinus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36546,POAM5,,Potamogeton amplifolius,Forb/herb,,None,Medium,No,Rapid,,,Short,None,No,No,No,High,5.5,7.0,4800.0,12.0,55.0,0.0,Intolerant,-33.0,Routinely Available,Yes,No,,,,False
36547,POAR9,,Potamogeton ×argutulus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36548,POBI9,,Potamogeton bicupulatus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36549,POBO11,,Potamogeton ×bottnicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36550,POCL,,Potamogeton clystocarpus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36551,POCO29,,Potamogeton ×cognatus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36552,POCO12,,Potamogeton confervoides,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36553,POCO42,,Potamogeton ×cooperi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36554,POCR3,,Potamogeton crispus,Forb/herb,"Cal-IPC, SEEPPC, STATE, WI",None,Medium,No,Rapid,,,Short,None,No,No,No,High,6.4,8.5,4800.0,12.0,55.0,0.0,Intolerant,-33.0,No Known Source,Yes,No,,,,False
36555,PODI,,Potamogeton diversifolius,Forb/herb,,None,,No,Rapid,,3.2,Moderate,None,Yes,Yes,Yes,High,5.0,7.7,4800.0,12.0,60.0,0.0,Intolerant,-38.0,No Known Source,Yes,No,,,,False
36556,POEP2,,Potamogeton epihydrus,Forb/herb,,None,Medium,No,Rapid,,,Short,None,No,No,No,High,5.4,7.0,4800.0,14.0,55.0,0.0,Intolerant,-33.0,No Known Source,Yes,No,,,,False
36557,POFA,,Potamogeton ×faxonii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36558,POFL5,,Potamogeton floridanus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36559,POFO3,,Potamogeton foliosus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36560,POFOF5,,Potamogeton foliosus ssp. fibrillosus,Forb/herb,,None,Medium,No,Moderate,,,Short,None,No,No,No,High,5.5,7.0,4800.0,12.0,55.0,0.0,Intolerant,-38.0,No Known Source,Yes,No,,,,False
36561,POFOF4,,Potamogeton foliosus ssp. foliosus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36562,POFR3,,Potamogeton friesii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36563,POGE10,,Potamogeton ×gessnacensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36564,POGR8,,Potamogeton gramineus,Forb/herb,,None,Medium,No,Rapid,,,Short,None,No,No,No,High,5.5,7.0,4800.0,12.0,55.0,0.0,Intolerant,-38.0,No Known Source,Yes,No,,,,False
36565,POGR27,,Potamogeton ×griffithii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36566,POGR19,,Potamogeton groenlandicus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36567,POHA2,,Potamogeton ×hagstroemii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36568,POHA11,,Potamogeton ×haynesii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36569,POHI4,,Potamogeton hillii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36570,POIL,,Potamogeton illinoensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36571,POIN9,,Potamogeton insulanus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36572,POKO2,,Potamogeton ×kochii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36573,POMA43,,Potamogeton marianensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36574,POMI3,,Potamogeton ×mirabilis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36575,POMY,,Potamogeton ×mysticus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36576,PONA4,,Potamogeton natans,Forb/herb,,None,Medium,No,Rapid,,,Short,None,No,No,No,High,5.8,7.0,4800.0,12.0,55.0,0.0,Intolerant,-38.0,No Known Source,Yes,No,,,,False
36577,PONE11,,Potamogeton ×nericus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36578,PONI5,,Potamogeton ×nitens,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36579,PONO2,,Potamogeton nodosus,Forb/herb,,None,Medium,No,Rapid,,,Short,None,No,No,No,High,5.8,7.0,4800.0,12.0,55.0,0.0,Intolerant,-38.0,Routinely Available,Yes,No,,,,False
36580,POOA,,Potamogeton oakesianus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36581,POOB4,,Potamogeton oblongus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36582,POOB2,,Potamogeton obtusifolius,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36583,POOG,,Potamogeton ogdenii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36584,POPE7,,Potamogeton perfoliatus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36585,POPR5,,Potamogeton praelongus,Forb/herb,,None,Medium,No,Rapid,,,Short,None,No,No,No,High,5.8,7.0,4800.0,12.0,55.0,0.0,Intolerant,-38.0,No Known Source,Yes,No,,,,False
36586,POPR20,,Potamogeton ×prussicus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36587,POPU6,,Potamogeton pulcher,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36588,POPU21,,Potamogeton ×pusilliformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36589,POPU7,,Potamogeton pusillus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36590,POPUG4,,Potamogeton pusillus ssp. gemmiparus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36591,POPUP5,,Potamogeton pusillus ssp. pusillus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36592,POPUT3,,Potamogeton pusillus ssp. tenuissimus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36593,PORE7,,Potamogeton ×rectifolius,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36594,PORI2,,Potamogeton richardsonii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36595,PORO2,,Potamogeton robbinsii,Forb/herb,,None,Medium,No,Rapid,,,Short,None,No,No,No,High,5.8,7.0,4800.0,16.0,55.0,0.0,Intolerant,-38.0,Routinely Available,Yes,No,,,,False
36596,POSA21,,Potamogeton ×saxonicus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36597,POSC11,,Potamogeton ×schreberi,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36598,POSC8,,Potamogeton ×scoliophyllus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36599,POSE18,,Potamogeton ×semenii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36600,POSE61,,Potamogeton ×semifructus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36601,POSP5,,Potamogeton ×sparganiifolius,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36602,POSP4,,Potamogeton ×spathuliformis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36603,POSP3,,Potamogeton spirillus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36604,POST2,,Potamogeton strictifolius,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36605,POSU11,,Potamogeton ×subdentatus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36606,POSU24,,Potamogeton ×subobtusus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36607,POSU9,,Potamogeton ×subsessilis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36608,POSU4,,Potamogeton subsibiricus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36609,POTE4,,Potamogeton tennesseensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36610,POTR3,,Potamogeton tricarinatus,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36611,POUN7,,Potamogeton ×undulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36612,POVA3,,Potamogeton vaseyi,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36613,POVE4,,Potamogeton ×versicolor,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36614,POVI24,,Potamogeton ×vilnensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36615,POZO,,Potamogeton zosteriformis,Forb/herb,,None,Medium,No,Rapid,,,Short,None,No,No,No,High,5.8,7.0,4800.0,12.0,55.0,0.0,Intolerant,-38.0,No Known Source,Yes,No,,,,False
36616,POTEN,,Potentilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36617,POAC7,,Potentilla acuminata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36618,POAL26,,Potentilla alba,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36619,POAL9,,Potentilla albiflora,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36620,POAM6,,Potentilla ambigens,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36621,POAN14,,Potentilla angelliae,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36622,POAN7,,Potentilla anglica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36623,POAR8,,Potentilla argentea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36624,POARA3,,Potentilla argentea var. argentea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36625,POARP2,,Potentilla argentea var. pseudocalabra,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36626,POAR7,,Potentilla arguta,"Subshrub, Forb/herb",,None,Medium,No,Moderate,,3.0,Short,None,No,Yes,No,Medium,6.0,8.0,4800.0,10.0,50.0,10.0,Intermediate,-38.0,Contracting Only,Yes,No,Low,Low,Low,False
36627,POARA4,,Potentilla arguta ssp. arguta,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36628,POARC,,Potentilla arguta ssp. convallaria,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36629,POAT3,,Potentilla atrosanguinea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36630,POBA6,,Potentilla basaltica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36631,POBI7,,Potentilla biennis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36632,POBI8,,Potentilla biflora,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36633,POBI17,,Potentilla bimundorum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36634,POBI10,,Potentilla bipinnatifida,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36635,POBR5,,Potentilla brevifolia,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36636,POBU8,,Potentilla buccoana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36637,POCA17,,Potentilla canadensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36638,POCAC2,,Potentilla canadensis var. canadensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36639,POCAV,,Potentilla canadensis var. villosissima,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36640,POCI7,,Potentilla cinerea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36641,POCO15,,Potentilla collina,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36642,POCO13,,Potentilla concinna,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36643,POCOB,,Potentilla concinna var. bicrenata,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36644,POCOC3,,Potentilla concinna var. concinna,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36645,POCOP,,Potentilla concinna var. proxima,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36646,POCO16,,Potentilla cottamii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36647,POCR4,,Potentilla crinita,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36648,POCRC2,,Potentilla crinita var. crinita,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
36649,POCRL,,Potentilla crinita var. lemmonii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
